Player_ID,Session_ID,Timestamp,Playtime_minutes,Blocks_Placed,Blocks_Destroyed,Items_Crafted,Mobs_Killed,Deaths,Coordinates_X,Coordinates_Y,Coordinates_Z,Biome,Health_Remaining,Hunger_Level,Experience_Level,Tools_Used,Armor_Equipped,Weather,Game_Mode,Day_Cycle,Chat_Messages,Server_Latency,FPS,Device_Type
9812,52009,2024-01-06 22:42:00,56,583,269,117,21,1,2087,34,-668,Jungle,18,5,22,Pickaxe,Gold,Thunderstorm,Creative,Day,21,109,126,PC
1711,99022,2024-01-06 22:43:00,241,310,141,93,19,6,4871,186,4643,Forest,11,17,15,Pickaxe,Diamond,Clear,Adventure,Night,20,133,71,Console
6903,89841,2024-01-06 22:44:00,177,666,224,100,1,3,-8838,124,-8355,Savanna,11,1,5,Axe,None,Thunderstorm,Adventure,Day,7,204,64,PC
4758,65275,2024-01-06 22:45:00,54,813,243,35,10,9,9232,162,-9665,Snowy,3,3,36,None,Leather,Thunderstorm,Hardcore,Day,4,222,91,Mobile
8997,68668,2024-01-06 22:46:00,196,126,802,29,41,4,2515,207,-489,Desert,16,11,48,Hoe,Iron,Clear,Hardcore,Day,28,268,211,PC
1963,66641,2024-01-06 22:47:00,171,187,559,24,0,8,-4822,137,9771,Savanna,13,13,44,None,Diamond,Clear,Hardcore,Night,20,88,179,PC
9594,68835,2024-01-06 22:48:00,33,38,449,95,22,1,5457,151,-1107,Jungle,3,2,43,Hoe,Diamond,Clear,Adventure,Night,36,59,68,Mobile
5475,78277,2024-01-06 22:49:00,223,170,533,47,33,3,2905,161,-4624,Jungle,18,9,33,Hoe,Leather,Thunderstorm,Survival,Day,40,58,157,PC
9653,64808,2024-01-06 22:50:00,262,296,870,44,41,2,2752,205,-6619,Snowy,9,13,32,Axe,Netherite,Rain,Survival,Day,44,175,62,PC
8628,95469,2024-01-06 22:51:00,151,713,800,155,12,0,1475,100,5509,Savanna,8,1,7,Shovel,Diamond,Rain,Hardcore,Day,39,239,236,PC
6077,52267,2024-01-06 22:52:00,161,822,107,43,39,1,4169,123,-3502,Savanna,15,18,27,Hoe,Netherite,Thunderstorm,Survival,Night,49,231,149,Console
2087,61865,2024-01-06 22:53:00,44,290,155,42,7,0,5998,111,2733,Snowy,15,11,21,Hoe,Iron,Rain,Adventure,Day,41,87,32,Console
7090,95520,2024-01-06 22:54:00,220,301,221,158,11,0,1761,179,-4610,Snowy,10,15,11,Axe,Iron,Thunderstorm,Hardcore,Day,39,96,227,PC
5198,54160,2024-01-06 22:55:00,115,306,170,30,18,3,-3587,46,-5508,Forest,13,0,44,Shovel,Iron,Rain,Hardcore,Night,7,62,47,Mobile
7374,84129,2024-01-06 22:56:00,271,223,587,61,2,2,7492,137,8315,Plains,8,8,39,None,Gold,Clear,Creative,Day,41,233,166,PC
9752,66545,2024-01-06 22:57:00,114,507,154,90,3,7,9888,29,7895,Jungle,1,17,33,Shovel,Leather,Rain,Creative,Day,28,270,182,Console
5326,91484,2024-01-06 22:58:00,194,971,742,124,39,8,-3024,169,-9123,Plains,13,17,14,None,Leather,Thunderstorm,Hardcore,Night,36,107,97,Mobile
8830,74485,2024-01-06 22:59:00,95,234,318,82,37,7,-3945,161,6938,Jungle,3,5,43,None,Diamond,Rain,Creative,Night,43,210,194,Console
9928,50348,2024-01-06 23:00:00,239,906,119,101,38,0,-6996,65,597,Jungle,10,13,21,Shovel,Iron,Thunderstorm,Hardcore,Night,32,254,182,Console
7149,74502,2024-01-06 23:01:00,269,947,838,171,28,8,-5066,115,2838,Desert,15,13,47,Sword,Iron,Clear,Hardcore,Night,47,250,166,Mobile
4914,71865,2024-01-06 23:02:00,209,174,869,76,14,1,-7362,22,-240,Ocean,15,15,33,None,Iron,Clear,Creative,Night,49,184,187,Console
2726,57677,2024-01-06 23:03:00,197,958,720,108,15,8,8665,175,-9147,Jungle,8,10,40,Sword,None,Rain,Hardcore,Day,8,233,224,Mobile
3454,96876,2024-01-06 23:04:00,17,649,545,155,33,4,-9254,136,-7891,Ocean,6,13,4,None,Gold,Thunderstorm,Hardcore,Day,4,174,78,PC
8030,58583,2024-01-06 23:05:00,131,675,265,80,7,7,-2811,131,8568,Plains,8,3,19,Pickaxe,Leather,Clear,Adventure,Day,19,159,84,Mobile
2429,69480,2024-01-06 23:06:00,144,986,514,43,28,4,4460,223,-4586,Snowy,1,17,5,Axe,Leather,Thunderstorm,Survival,Day,41,215,176,Console
8380,71910,2024-01-06 23:07:00,199,695,219,11,46,0,5657,88,9360,Forest,19,4,38,Hoe,Gold,Rain,Survival,Day,18,251,87,Console
3368,66693,2024-01-06 23:08:00,239,482,654,185,23,8,2700,128,-481,Jungle,17,19,20,None,Gold,Rain,Creative,Night,20,162,64,Console
8879,99664,2024-01-06 23:09:00,259,191,437,179,15,6,-8738,33,6342,Jungle,19,17,38,Shovel,Diamond,Clear,Creative,Day,28,62,226,PC
7017,74281,2024-01-06 23:10:00,10,75,522,116,14,9,7410,246,6589,Jungle,12,6,13,Shovel,None,Clear,Hardcore,Day,39,147,93,Mobile
7549,77553,2024-01-06 23:11:00,151,689,996,48,24,3,-7904,241,4459,Jungle,12,19,44,None,Diamond,Thunderstorm,Creative,Night,11,167,58,Mobile
3013,83966,2024-01-06 23:12:00,116,687,336,101,45,3,4140,56,-4995,Desert,19,10,46,Axe,Netherite,Rain,Survival,Day,18,37,162,Console
4423,80366,2024-01-06 23:13:00,129,215,372,99,12,8,6434,77,-5543,Snowy,8,9,15,Axe,Gold,Thunderstorm,Survival,Night,25,280,33,Mobile
8422,87323,2024-01-06 23:14:00,70,725,158,3,12,2,8719,155,-5624,Snowy,3,17,16,Hoe,None,Rain,Adventure,Night,14,12,165,PC
6696,51458,2024-01-06 23:15:00,295,204,110,28,8,9,9847,49,4807,Jungle,2,9,28,Hoe,None,Thunderstorm,Hardcore,Night,13,124,121,Mobile
2953,55289,2024-01-06 23:16:00,193,209,801,69,41,6,-4836,223,2519,Snowy,8,6,14,None,Leather,Rain,Adventure,Day,31,174,168,PC
7249,57165,2024-01-06 23:17:00,48,555,166,32,16,3,-4548,253,-7411,Desert,6,6,1,Shovel,Netherite,Clear,Survival,Night,2,223,111,Console
6588,60715,2024-01-06 23:18:00,243,552,648,28,10,5,-7261,217,-1011,Savanna,15,2,6,Sword,Leather,Rain,Survival,Night,12,12,53,Console
6947,61700,2024-01-06 23:19:00,196,79,934,108,12,4,9399,108,-2156,Savanna,16,16,21,Axe,Netherite,Clear,Adventure,Day,43,151,78,Console
4138,69313,2024-01-06 23:20:00,49,176,745,4,11,6,2295,253,8294,Snowy,1,1,9,None,Iron,Clear,Adventure,Night,27,72,92,PC
2688,82443,2024-01-06 23:21:00,174,664,634,153,11,6,8170,139,3288,Savanna,6,14,12,Shovel,Iron,Thunderstorm,Creative,Day,21,44,86,Mobile
4793,95543,2024-01-06 23:22:00,269,113,135,101,15,9,342,24,3277,Savanna,8,2,45,Sword,Netherite,Thunderstorm,Creative,Day,37,62,235,Console
4904,54375,2024-01-06 23:23:00,42,610,823,163,14,3,48,221,-1535,Forest,16,2,26,Axe,Gold,Clear,Hardcore,Night,14,104,62,Mobile
3585,86387,2024-01-06 23:24:00,182,140,52,23,21,5,-9791,204,-5988,Jungle,12,3,33,Pickaxe,Gold,Rain,Hardcore,Day,32,290,191,Mobile
2364,51836,2024-01-06 23:25:00,279,536,450,154,25,7,-8586,220,4137,Snowy,16,1,47,Pickaxe,Iron,Rain,Hardcore,Night,47,56,105,Mobile
5401,78959,2024-01-06 23:26:00,137,278,848,176,15,7,-9775,93,3601,Plains,18,10,38,Sword,Netherite,Thunderstorm,Creative,Day,10,279,236,PC
7022,66876,2024-01-06 23:27:00,88,616,808,170,15,5,859,150,9378,Savanna,8,5,48,None,None,Rain,Creative,Night,24,145,181,Mobile
7747,63009,2024-01-06 23:28:00,238,415,252,87,8,5,7571,145,-9420,Jungle,9,3,23,None,Diamond,Rain,Hardcore,Day,44,169,188,Console
7263,60339,2024-01-06 23:29:00,26,583,857,67,21,6,-3523,250,3461,Forest,18,2,35,Hoe,Netherite,Rain,Adventure,Night,33,293,216,Console
8168,95857,2024-01-06 23:30:00,115,217,346,198,3,6,-5759,240,-2172,Plains,9,13,24,Pickaxe,Leather,Thunderstorm,Survival,Day,1,208,101,PC
5260,70516,2024-01-06 23:31:00,69,969,406,45,42,0,-9494,45,-4553,Desert,7,11,6,None,Iron,Rain,Survival,Day,11,124,204,Console
3756,70347,2024-01-06 23:32:00,32,118,513,25,0,0,7668,35,6976,Savanna,14,15,33,Sword,Leather,Clear,Adventure,Night,23,23,213,PC
6747,87628,2024-01-06 23:33:00,152,696,235,81,28,3,-1522,61,6912,Savanna,18,3,7,Hoe,Netherite,Thunderstorm,Creative,Day,38,110,230,Console
5140,69694,2024-01-06 23:34:00,13,423,20,129,2,5,-6966,64,2483,Jungle,7,2,43,Axe,Diamond,Clear,Survival,Day,39,153,185,Console
8720,69697,2024-01-06 23:35:00,204,578,162,83,12,7,6018,84,-9945,Ocean,19,19,6,Axe,Iron,Rain,Survival,Night,44,73,46,PC
9832,62617,2024-01-06 23:36:00,77,573,182,169,5,6,-3803,113,-5047,Desert,3,15,9,Shovel,None,Thunderstorm,Hardcore,Night,7,47,236,Console
2745,63296,2024-01-06 23:37:00,66,972,617,183,12,0,-9694,155,-2702,Desert,14,17,44,None,Diamond,Thunderstorm,Survival,Night,17,85,202,Console
2657,70796,2024-01-06 23:38:00,133,619,28,193,24,9,5803,34,-3492,Forest,17,14,3,Shovel,Netherite,Thunderstorm,Adventure,Day,2,85,38,Mobile
5481,66439,2024-01-06 23:39:00,130,404,395,126,1,8,-8651,251,-2682,Savanna,18,4,13,Shovel,None,Clear,Survival,Night,46,68,82,PC
9545,66244,2024-01-06 23:40:00,184,896,802,91,40,1,-5307,28,-1889,Forest,11,16,12,Pickaxe,Netherite,Clear,Survival,Day,0,82,202,Mobile
1174,87890,2024-01-06 23:41:00,39,562,682,144,46,6,4656,33,-6820,Ocean,4,18,22,Pickaxe,Leather,Clear,Creative,Night,44,64,194,Mobile
6400,52101,2024-01-06 23:42:00,226,758,797,67,38,9,-1519,208,-2551,Savanna,2,3,5,Shovel,Iron,Thunderstorm,Hardcore,Day,37,212,199,Mobile
9331,97092,2024-01-06 23:43:00,25,699,357,132,1,3,8901,222,-7258,Ocean,7,0,10,Hoe,Netherite,Clear,Creative,Night,40,67,216,Console
4287,82751,2024-01-06 23:44:00,235,859,366,155,6,7,-1280,134,8121,Desert,3,1,6,Shovel,Leather,Thunderstorm,Survival,Day,12,57,91,Mobile
1960,75951,2024-01-06 23:45:00,295,899,226,94,10,4,2119,220,7212,Desert,6,4,9,Axe,Iron,Rain,Hardcore,Day,12,254,45,Console
2855,95304,2024-01-06 23:46:00,46,652,993,177,2,9,-770,198,3725,Ocean,8,19,5,Axe,Iron,Clear,Creative,Day,29,162,101,PC
5880,61534,2024-01-06 23:47:00,200,839,77,124,40,9,-4825,17,7589,Jungle,6,6,28,Axe,Gold,Clear,Hardcore,Day,16,116,204,Console
9340,75602,2024-01-06 23:48:00,66,590,956,6,46,9,-7764,210,-3109,Forest,5,6,45,Hoe,Diamond,Clear,Creative,Day,26,221,209,Console
8984,62913,2024-01-06 23:49:00,180,885,349,66,32,6,-55,216,-799,Plains,9,8,39,Pickaxe,Iron,Clear,Adventure,Day,22,98,36,Console
7459,75040,2024-01-06 23:50:00,128,260,87,27,40,3,-9825,244,7035,Desert,9,8,47,Pickaxe,None,Rain,Survival,Day,23,257,80,PC
7509,69153,2024-01-06 23:51:00,188,575,160,187,26,8,-9330,231,1086,Forest,9,8,3,None,Leather,Clear,Adventure,Day,31,199,116,Console
3438,78615,2024-01-06 23:52:00,212,385,881,62,24,6,-393,29,-2432,Savanna,10,19,26,Sword,Leather,Rain,Hardcore,Day,36,52,47,PC
6193,59368,2024-01-06 23:53:00,169,952,761,14,23,4,-1891,127,8058,Plains,14,4,15,Axe,Iron,Rain,Survival,Night,0,200,59,PC
1603,90102,2024-01-06 23:54:00,64,600,622,164,39,6,-4130,20,9202,Snowy,1,9,41,Axe,Iron,Clear,Adventure,Night,32,22,236,PC
3369,78313,2024-01-06 23:55:00,171,16,250,36,18,8,495,215,-7361,Desert,18,8,31,Pickaxe,Netherite,Rain,Adventure,Day,17,167,88,Mobile
1922,94091,2024-01-06 23:56:00,186,101,567,112,36,8,-8381,109,-2417,Snowy,11,8,39,None,Iron,Thunderstorm,Hardcore,Night,27,252,90,Mobile
4639,68049,2024-01-06 23:57:00,130,688,906,132,47,9,3587,245,8950,Forest,1,1,28,Shovel,Netherite,Thunderstorm,Creative,Night,26,228,120,Console
9454,62242,2024-01-06 23:58:00,169,666,116,121,48,8,-573,63,2718,Savanna,0,5,26,Pickaxe,Leather,Thunderstorm,Survival,Day,46,206,74,PC
6080,92123,2024-01-06 23:59:00,233,451,424,102,22,3,6805,174,4424,Ocean,4,7,0,Shovel,None,Thunderstorm,Adventure,Day,27,96,72,Mobile
4081,79553,2024-01-07 00:00:00,241,269,510,34,0,8,-6744,33,6941,Savanna,8,9,33,Hoe,Iron,Clear,Adventure,Day,36,151,154,Mobile
3819,61583,2024-01-07 00:01:00,60,57,692,42,19,6,6653,139,5416,Ocean,10,16,44,Shovel,Diamond,Rain,Adventure,Night,34,23,105,Console
1030,56313,2024-01-07 00:02:00,82,129,33,86,34,4,209,73,7137,Jungle,12,4,22,None,Iron,Thunderstorm,Hardcore,Day,25,49,169,Mobile
6322,55912,2024-01-07 00:03:00,279,245,242,49,10,7,5912,105,-3719,Savanna,19,8,34,Shovel,Netherite,Thunderstorm,Hardcore,Day,12,287,233,PC
8769,92391,2024-01-07 00:04:00,87,107,720,18,2,7,1394,48,8935,Desert,16,12,3,Sword,Gold,Rain,Creative,Night,5,25,56,Console
7439,90843,2024-01-07 00:05:00,70,17,362,87,31,5,-9474,164,9208,Forest,8,9,39,Pickaxe,Iron,Thunderstorm,Hardcore,Day,18,99,232,Console
3052,64310,2024-01-07 00:06:00,279,413,46,83,26,8,-872,253,-9903,Ocean,10,8,48,Sword,Iron,Thunderstorm,Survival,Night,21,33,178,PC
9782,72042,2024-01-07 00:07:00,157,689,464,181,18,9,-9708,159,-6862,Forest,6,14,28,Shovel,Netherite,Rain,Survival,Day,37,106,72,PC
1224,95783,2024-01-07 00:08:00,226,105,528,193,34,2,989,74,100,Savanna,19,6,25,Sword,Iron,Clear,Survival,Night,38,41,138,PC
1989,73158,2024-01-07 00:09:00,207,542,470,188,25,4,4115,118,-9653,Plains,0,13,42,Shovel,Gold,Rain,Hardcore,Night,6,99,77,PC
2032,80783,2024-01-07 00:10:00,151,473,503,175,48,5,-4838,31,8109,Desert,14,4,23,Shovel,Iron,Thunderstorm,Hardcore,Day,10,21,59,PC
6390,89796,2024-01-07 00:11:00,36,293,261,90,7,5,-46,180,-1468,Snowy,18,16,6,Pickaxe,Iron,Clear,Survival,Night,4,195,142,Console
4820,85329,2024-01-07 00:12:00,273,611,240,59,3,1,629,176,2001,Plains,11,6,39,Shovel,Netherite,Rain,Adventure,Night,1,99,227,PC
9627,72834,2024-01-07 00:13:00,220,964,65,115,39,7,-7543,134,-6586,Jungle,6,3,25,Shovel,Netherite,Clear,Hardcore,Day,6,188,126,PC
9611,77797,2024-01-07 00:14:00,185,856,180,176,14,1,2879,41,-6258,Snowy,15,8,42,Axe,Iron,Clear,Creative,Night,41,193,67,Console
3496,91618,2024-01-07 00:15:00,137,182,192,63,23,2,-4117,188,6640,Snowy,7,12,33,None,Netherite,Clear,Creative,Day,37,28,46,PC
9945,66394,2024-01-07 00:16:00,91,759,360,37,15,7,6197,188,2003,Forest,12,7,47,Axe,Leather,Clear,Hardcore,Day,19,240,213,PC
1206,98039,2024-01-07 00:17:00,61,837,747,4,5,8,2430,79,4472,Forest,11,1,37,Hoe,Diamond,Thunderstorm,Adventure,Day,33,273,52,Console
8211,78401,2024-01-07 00:18:00,8,37,715,186,42,2,7687,83,804,Jungle,6,0,43,Shovel,Netherite,Thunderstorm,Creative,Day,22,102,237,Console
8015,70032,2024-01-07 00:19:00,259,681,973,18,22,8,-7617,45,-7528,Savanna,4,0,8,Pickaxe,Iron,Thunderstorm,Creative,Day,13,217,189,Mobile
4276,99528,2024-01-07 00:20:00,102,334,818,117,0,8,7545,72,4293,Desert,4,10,36,Sword,None,Rain,Adventure,Day,11,74,37,Mobile
9382,93602,2024-01-07 00:21:00,217,254,98,131,26,8,702,172,5480,Jungle,6,3,27,Sword,Iron,Clear,Survival,Night,13,75,95,Console
7932,91408,2024-01-07 00:22:00,77,414,503,11,48,0,-977,154,2799,Desert,4,13,14,Shovel,Diamond,Clear,Adventure,Night,23,81,183,Mobile
8428,52895,2024-01-07 00:23:00,226,558,355,122,29,4,-9970,71,-4435,Desert,1,17,4,None,Leather,Thunderstorm,Survival,Day,17,265,165,Console
2863,54393,2024-01-07 00:24:00,279,724,794,99,38,1,5620,71,-9498,Savanna,17,4,29,Shovel,None,Clear,Creative,Day,38,289,38,PC
7941,90125,2024-01-07 00:25:00,140,708,295,154,21,5,-1363,117,-8906,Savanna,12,17,26,Hoe,Diamond,Thunderstorm,Hardcore,Day,27,15,165,PC
8761,71127,2024-01-07 00:26:00,164,472,591,134,9,2,-5589,176,-6450,Plains,9,6,3,Sword,Diamond,Clear,Creative,Night,30,92,102,Console
6996,59226,2024-01-07 00:27:00,67,403,853,52,17,2,7942,128,5589,Desert,1,7,8,Shovel,Iron,Rain,Adventure,Night,6,283,108,Console
7225,75531,2024-01-07 00:28:00,19,454,624,49,49,0,-3468,54,24,Forest,15,6,27,None,Leather,Rain,Survival,Day,3,264,198,PC
6376,84805,2024-01-07 00:29:00,296,447,717,129,40,7,4547,105,9718,Plains,8,4,33,Axe,Gold,Clear,Creative,Night,6,178,156,Mobile
1865,80521,2024-01-07 00:30:00,263,901,240,189,12,6,7693,41,-3916,Savanna,10,10,18,Shovel,Netherite,Rain,Survival,Day,33,196,78,Console
7717,93787,2024-01-07 00:31:00,224,257,589,171,23,4,-9729,175,4099,Jungle,14,17,3,Pickaxe,Netherite,Thunderstorm,Survival,Night,12,12,189,PC
8610,65709,2024-01-07 00:32:00,34,493,307,190,13,3,-9785,167,7754,Jungle,4,7,6,None,Gold,Rain,Adventure,Night,47,120,30,PC
9373,74269,2024-01-07 00:33:00,8,636,146,49,28,9,-3520,66,-3223,Savanna,12,8,43,None,None,Clear,Survival,Day,48,130,216,Mobile
3034,62198,2024-01-07 00:34:00,258,351,660,120,1,6,4600,62,-4501,Forest,10,19,37,Axe,Netherite,Rain,Survival,Day,22,106,105,Mobile
5254,96428,2024-01-07 00:35:00,145,84,342,139,1,4,-6474,108,5047,Ocean,19,8,45,None,Leather,Thunderstorm,Adventure,Night,0,238,64,Mobile
3050,81593,2024-01-07 00:36:00,33,227,777,139,46,5,-7591,76,9769,Snowy,19,3,22,Pickaxe,Iron,Thunderstorm,Creative,Night,2,138,184,Console
9277,78936,2024-01-07 00:37:00,220,154,504,37,8,3,6866,239,9758,Forest,9,1,9,Shovel,Leather,Thunderstorm,Creative,Day,47,266,94,Mobile
3251,87906,2024-01-07 00:38:00,60,248,26,73,45,9,-1390,47,-3658,Jungle,2,6,25,Pickaxe,Netherite,Clear,Creative,Day,36,147,186,Console
4826,97161,2024-01-07 00:39:00,127,485,127,87,46,2,319,84,-5056,Ocean,11,16,9,Hoe,Iron,Thunderstorm,Creative,Day,29,289,170,PC
7919,76437,2024-01-07 00:40:00,250,367,293,12,13,8,-5263,88,-5324,Ocean,13,7,5,Sword,None,Thunderstorm,Hardcore,Day,24,51,190,Console
5907,88465,2024-01-07 00:41:00,277,975,527,15,34,3,-2612,249,-4735,Snowy,5,18,4,Axe,None,Clear,Hardcore,Night,39,208,106,PC
5510,70975,2024-01-07 00:42:00,113,890,42,107,0,9,-9717,215,7965,Savanna,18,14,39,Shovel,Leather,Clear,Adventure,Night,7,42,117,PC
6577,94337,2024-01-07 00:43:00,32,788,621,52,5,2,-965,124,254,Desert,11,1,48,None,None,Clear,Adventure,Day,11,298,84,Mobile
2942,70088,2024-01-07 00:44:00,24,359,332,104,25,3,6418,118,2362,Forest,3,7,24,Sword,Diamond,Thunderstorm,Hardcore,Night,33,176,210,Mobile
2678,54603,2024-01-07 00:45:00,150,881,369,153,38,5,-3075,245,3920,Plains,3,15,26,Hoe,None,Clear,Creative,Day,22,46,143,Console
7425,80903,2024-01-07 00:46:00,130,697,847,67,10,0,7857,164,9207,Plains,11,0,30,Pickaxe,Gold,Thunderstorm,Creative,Night,14,94,100,Mobile
1964,53649,2024-01-07 00:47:00,75,274,46,2,46,3,3586,85,4587,Snowy,13,19,13,None,Gold,Clear,Hardcore,Night,16,211,68,Mobile
4228,58206,2024-01-07 00:48:00,163,33,720,14,18,2,3201,70,-9258,Snowy,2,14,4,Axe,Leather,Clear,Hardcore,Night,47,256,136,PC
5759,51651,2024-01-07 00:49:00,227,358,38,132,9,1,7901,247,-9170,Desert,6,1,49,Shovel,Gold,Clear,Adventure,Day,35,249,214,Mobile
7120,56449,2024-01-07 00:50:00,208,722,345,145,46,6,5180,21,-4094,Jungle,6,15,28,Shovel,None,Clear,Hardcore,Day,7,194,70,Mobile
1187,70891,2024-01-07 00:51:00,295,115,144,28,21,4,488,204,-9297,Snowy,8,2,25,Hoe,None,Clear,Survival,Day,32,127,186,PC
2186,89583,2024-01-07 00:52:00,25,896,461,121,44,6,7535,205,-4605,Plains,15,10,12,None,Netherite,Clear,Survival,Day,42,273,117,Console
7589,74054,2024-01-07 00:53:00,259,237,167,51,28,3,-8094,229,-3158,Snowy,13,15,40,Pickaxe,Netherite,Clear,Creative,Night,42,295,217,Mobile
2905,84586,2024-01-07 00:54:00,283,483,537,10,12,6,2349,54,-2456,Forest,11,4,48,Hoe,Gold,Thunderstorm,Survival,Day,41,107,164,Mobile
5938,77362,2024-01-07 00:55:00,5,748,938,13,15,5,-3624,122,1316,Jungle,1,12,49,Axe,None,Thunderstorm,Adventure,Night,20,172,185,Console
6735,56402,2024-01-07 00:56:00,254,640,81,120,16,8,505,161,-4207,Forest,17,9,11,Hoe,None,Thunderstorm,Hardcore,Day,5,172,167,Mobile
9977,78501,2024-01-07 00:57:00,151,612,944,19,12,1,8632,49,868,Ocean,11,15,29,None,Gold,Clear,Adventure,Night,11,86,90,Console
1983,83748,2024-01-07 00:58:00,19,19,250,192,47,1,1110,68,3806,Savanna,17,12,41,Pickaxe,Iron,Clear,Survival,Day,19,268,164,Mobile
3444,92333,2024-01-07 00:59:00,189,783,756,142,41,9,5258,90,2205,Jungle,13,6,22,Shovel,Iron,Rain,Hardcore,Night,6,183,224,Mobile
7851,60368,2024-01-07 01:00:00,192,65,448,22,6,1,-1325,119,7887,Ocean,2,5,0,None,Diamond,Rain,Creative,Day,44,197,233,Mobile
8405,92545,2024-01-07 01:01:00,67,314,125,111,10,9,-5527,97,-342,Plains,0,18,14,Hoe,Leather,Rain,Hardcore,Night,32,81,81,Console
5046,81758,2024-01-07 01:02:00,223,99,906,169,46,1,8908,111,-8011,Desert,17,0,46,Axe,Iron,Clear,Hardcore,Day,33,37,214,Console
4894,83125,2024-01-07 01:03:00,254,159,715,132,13,2,9189,174,3554,Snowy,19,11,41,None,Iron,Thunderstorm,Adventure,Night,12,164,45,Console
8144,61318,2024-01-07 01:04:00,73,50,837,134,46,7,19,96,9384,Snowy,0,13,38,Sword,Leather,Rain,Hardcore,Day,13,291,120,Console
6426,58636,2024-01-07 01:05:00,144,71,675,154,0,8,7227,202,6160,Plains,15,19,4,Hoe,None,Clear,Survival,Night,26,75,72,Console
2935,99540,2024-01-07 01:06:00,173,309,909,16,36,1,4829,152,-3943,Jungle,16,14,12,Sword,Leather,Clear,Adventure,Day,40,16,157,PC
3073,63900,2024-01-07 01:07:00,265,683,351,180,30,3,647,166,-6221,Plains,2,2,16,Shovel,Diamond,Thunderstorm,Hardcore,Night,37,22,201,PC
3362,97681,2024-01-07 01:08:00,254,564,643,167,4,5,-5654,101,3621,Desert,3,15,49,Axe,Gold,Clear,Hardcore,Night,26,183,224,Console
7038,54242,2024-01-07 01:09:00,158,848,715,20,22,7,-235,233,-8075,Desert,19,13,21,Shovel,Gold,Clear,Creative,Day,43,123,232,Mobile
7294,64378,2024-01-07 01:10:00,5,834,554,116,0,0,9465,75,9901,Snowy,9,12,24,Sword,Gold,Thunderstorm,Hardcore,Day,45,57,225,PC
5019,83190,2024-01-07 01:11:00,171,130,819,196,13,4,-8486,100,448,Plains,2,9,14,Shovel,Netherite,Clear,Survival,Night,34,29,150,PC
9022,99448,2024-01-07 01:12:00,73,473,748,143,36,1,-7840,196,-1065,Plains,16,13,11,Pickaxe,None,Thunderstorm,Survival,Night,9,184,38,Mobile
9282,77455,2024-01-07 01:13:00,84,576,968,7,10,6,-2671,173,6994,Desert,3,0,6,Axe,Leather,Clear,Creative,Night,39,126,61,Mobile
7144,50053,2024-01-07 01:14:00,123,695,721,125,21,5,4328,143,1726,Desert,4,2,19,Shovel,Diamond,Clear,Survival,Night,0,114,42,PC
1192,92564,2024-01-07 01:15:00,113,248,70,148,34,7,-4548,136,1591,Savanna,12,14,7,Shovel,Leather,Clear,Hardcore,Night,1,22,56,Console
3207,81284,2024-01-07 01:16:00,103,972,699,51,6,6,-8214,182,791,Ocean,7,3,13,None,Leather,Thunderstorm,Hardcore,Day,32,196,91,Console
1259,77066,2024-01-07 01:17:00,255,945,910,19,25,3,6625,161,6076,Plains,12,15,11,Pickaxe,Gold,Thunderstorm,Creative,Day,22,252,146,Console
8230,98089,2024-01-07 01:18:00,54,253,951,7,21,6,325,66,-5483,Ocean,6,7,7,Axe,Iron,Clear,Creative,Day,37,181,185,Console
6092,52788,2024-01-07 01:19:00,220,677,466,122,25,2,3692,19,2520,Desert,12,9,6,Pickaxe,Iron,Thunderstorm,Survival,Day,17,110,107,PC
9319,93948,2024-01-07 01:20:00,243,322,231,172,9,0,-9510,111,-3887,Forest,16,0,39,Hoe,Iron,Rain,Survival,Day,39,232,108,Console
3081,58885,2024-01-07 01:21:00,249,282,835,103,2,0,5342,232,-3426,Savanna,14,14,28,Shovel,Gold,Rain,Creative,Day,41,139,53,Mobile
4896,79610,2024-01-07 01:22:00,278,834,612,62,48,1,-4519,143,-5991,Ocean,9,7,16,Hoe,Gold,Rain,Creative,Day,12,64,146,Console
6072,85961,2024-01-07 01:23:00,282,72,839,170,14,9,5224,235,6682,Forest,15,15,2,Hoe,Netherite,Rain,Adventure,Day,44,234,82,Console
9911,67803,2024-01-07 01:24:00,82,477,226,197,47,9,-9298,206,1786,Forest,1,14,24,Shovel,Iron,Clear,Adventure,Night,42,60,166,Mobile
9148,68973,2024-01-07 01:25:00,129,945,785,149,19,7,5220,0,-50,Plains,17,1,30,Pickaxe,Leather,Clear,Adventure,Day,0,123,46,Console
8228,55853,2024-01-07 01:26:00,264,119,126,121,4,3,6268,239,7114,Desert,16,6,40,Sword,Gold,Rain,Survival,Night,6,19,238,Mobile
9562,55442,2024-01-07 01:27:00,85,985,243,109,25,4,8461,210,-3432,Savanna,19,6,22,Sword,Diamond,Clear,Adventure,Night,14,60,107,Mobile
4993,98441,2024-01-07 01:28:00,70,786,794,40,30,2,-9936,249,8648,Plains,14,2,43,Axe,Leather,Rain,Creative,Night,30,109,224,PC
1161,85016,2024-01-07 01:29:00,134,323,775,31,44,3,7961,69,-2298,Plains,0,18,17,Shovel,Iron,Rain,Survival,Day,18,34,85,PC
6447,68824,2024-01-07 01:30:00,116,1,554,83,6,6,-6375,31,4521,Snowy,11,7,2,Axe,Netherite,Thunderstorm,Survival,Day,23,214,160,Mobile
